dataset,parameter_type,parameter_value,train_accuracy,test_accuracy,final_population_size,best_model_id,best_model_fitness,train_precision,train_recall,train_f1,test_precision,test_recall,test_f1,lineage_file,generation_stats,experiment_completed,error_message
breast_cancer,initial_population,10,0.6285714507102966,0.6228070259094238,15,648115,0.42377498350842674,0.39510204081632655,0.6285714285714286,0.4852130325814536,0.38788858110187757,0.6228070175438597,0.4780464675201518,arcnet_breast_cancer_initial_population_10_phase_20250722_152651,"[{'generation': 0, 'population_size': 10, 'avg_fitness': 0.01019385623864063, 'best_fitness': 0.03266106156050187, 'worst_fitness': 0.00027769323968146903, 'fitness_std': 0.009668872286232439, 'avg_assembly_index': 19.0, 'total_q_experiences': 0, 'lineage_size': 10}, {'generation': 1, 'population_size': 15, 'avg_fitness': 0.01952841446944282, 'best_fitness': 0.056693715115076385, 'worst_fitness': 0.0003470222130646916, 'fitness_std': 0.015904264550095675, 'avg_assembly_index': 19.0, 'total_q_experiences': 657, 'lineage_size': 15}, {'generation': 2, 'population_size': 15, 'avg_fitness': 0.02938162417421347, 'best_fitness': 0.07622943126788236, 'worst_fitness': 0.0004566971696371309, 'fitness_std': 0.020786890527275625, 'avg_assembly_index': 19.333333333333332, 'total_q_experiences': 1369, 'lineage_size': 20}, {'generation': 3, 'population_size': 15, 'avg_fitness': 0.025206612710244006, 'best_fitness': 0.042183496051532786, 'worst_fitness': 0.000661989266432336, 'fitness_std': 0.01161748966403091, 'avg_assembly_index': 19.533333333333335, 'total_q_experiences': 1435, 'lineage_size': 25}, {'generation': 4, 'population_size': 15, 'avg_fitness': 0.03374217888057602, 'best_fitness': 0.048229700424427396, 'worst_fitness': 0.015735200319717296, 'fitness_std': 0.008824769715865951, 'avg_assembly_index': 19.6, 'total_q_experiences': 1495, 'lineage_size': 30}, {'generation': 5, 'population_size': 15, 'avg_fitness': 0.049473006099975375, 'best_fitness': 0.06632978512098915, 'worst_fitness': 0.03411855751011997, 'fitness_std': 0.010258518486825107, 'avg_assembly_index': 19.8, 'total_q_experiences': 1477, 'lineage_size': 35}, {'generation': 6, 'population_size': 15, 'avg_fitness': 0.06059693675871037, 'best_fitness': 0.11179880190437615, 'worst_fitness': 0.03927541309608433, 'fitness_std': 0.01843401422467289, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1449, 'lineage_size': 40}, {'generation': 7, 'population_size': 15, 'avg_fitness': 0.07419059535822067, 'best_fitness': 0.10539095199073953, 'worst_fitness': 0.0479622528522093, 'fitness_std': 0.01690953606961965, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1421, 'lineage_size': 45}, {'generation': 8, 'population_size': 15, 'avg_fitness': 0.0915725074232927, 'best_fitness': 0.16300333444740667, 'worst_fitness': 0.05280866327668183, 'fitness_std': 0.027806391265516324, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1358, 'lineage_size': 50}, {'generation': 9, 'population_size': 15, 'avg_fitness': 0.10034260237927389, 'best_fitness': 0.20441767506710107, 'worst_fitness': 0.0698997496257118, 'fitness_std': 0.03289329101687537, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1340, 'lineage_size': 55}, {'generation': 10, 'population_size': 15, 'avg_fitness': 0.10579354210124815, 'best_fitness': 0.25928332705262835, 'worst_fitness': 0.0399207627438702, 'fitness_std': 0.04898911725856607, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1385, 'lineage_size': 60}, {'generation': 11, 'population_size': 15, 'avg_fitness': 0.13254085516324238, 'best_fitness': 0.22227267244809298, 'worst_fitness': 0.08848495455527783, 'fitness_std': 0.04198155645714648, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1313, 'lineage_size': 65}, {'generation': 12, 'population_size': 15, 'avg_fitness': 0.14698516529281289, 'best_fitness': 0.2656090358786849, 'worst_fitness': 0.0788697375471567, 'fitness_std': 0.05148538243388907, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1340, 'lineage_size': 70}, {'generation': 13, 'population_size': 15, 'avg_fitness': 0.16096216175098813, 'best_fitness': 0.3310243545709974, 'worst_fitness': 0.09581024787425856, 'fitness_std': 0.058749480896583314, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1358, 'lineage_size': 75}, {'generation': 14, 'population_size': 15, 'avg_fitness': 0.16511594524414724, 'best_fitness': 0.35709857577461, 'worst_fitness': 0.09146328645420054, 'fitness_std': 0.06184534635915655, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1358, 'lineage_size': 80}, {'generation': 15, 'population_size': 15, 'avg_fitness': 0.17580509308179623, 'best_fitness': 0.26421794573782587, 'worst_fitness': 0.11327091012007899, 'fitness_std': 0.04464838859613335, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1340, 'lineage_size': 85}, {'generation': 16, 'population_size': 15, 'avg_fitness': 0.16676505185831988, 'best_fitness': 0.3729682694499548, 'worst_fitness': 0.10026379371079382, 'fitness_std': 0.06465182917930894, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1340, 'lineage_size': 90}, {'generation': 17, 'population_size': 15, 'avg_fitness': 0.1889039519604525, 'best_fitness': 0.37778141560937495, 'worst_fitness': 0.09801397053531286, 'fitness_std': 0.07470670920294946, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1358, 'lineage_size': 95}, {'generation': 18, 'population_size': 15, 'avg_fitness': 0.18621808097487547, 'best_fitness': 0.37402469917895315, 'worst_fitness': 0.10689627225633673, 'fitness_std': 0.06046436215042736, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1349, 'lineage_size': 100}, {'generation': 19, 'population_size': 15, 'avg_fitness': 0.18722007499320392, 'best_fitness': 0.3334965312394386, 'worst_fitness': 0.11998748146965715, 'fitness_std': 0.05437760288328067, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1340, 'lineage_size': 105}, {'generation': 20, 'population_size': 15, 'avg_fitness': 0.21368160103439535, 'best_fitness': 0.3633198618479773, 'worst_fitness': 0.08795813345314121, 'fitness_std': 0.07421723437055298, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1376, 'lineage_size': 110}, {'generation': 21, 'population_size': 15, 'avg_fitness': 0.22192521969455556, 'best_fitness': 0.39426518277411626, 'worst_fitness': 0.11362849242770023, 'fitness_std': 0.07125219718742708, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1376, 'lineage_size': 115}, {'generation': 22, 'population_size': 15, 'avg_fitness': 0.24604427119253322, 'best_fitness': 0.3727435276720237, 'worst_fitness': 0.11390418348921831, 'fitness_std': 0.08612482937309099, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1358, 'lineage_size': 120}, {'generation': 23, 'population_size': 15, 'avg_fitness': 0.2608584524835311, 'best_fitness': 0.41516121420211677, 'worst_fitness': 0.14045075732765624, 'fitness_std': 0.07295520784498159, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1331, 'lineage_size': 125}, {'generation': 24, 'population_size': 15, 'avg_fitness': 0.2694387406372243, 'best_fitness': 0.42377498350842674, 'worst_fitness': 0.1575635661300903, 'fitness_std': 0.07675923735631549, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1322, 'lineage_size': 130}]",True,
breast_cancer,initial_population,20,0.7868131995201111,0.780701756477356,15,579596,0.6035941831351761,0.8366004925060044,0.7868131868131868,0.7603228368179226,0.8378106725146199,0.7807017543859649,0.7521781286434897,arcnet_breast_cancer_initial_population_20_phase_20250722_152705,"[{'generation': 0, 'population_size': 20, 'avg_fitness': 0.010170855300343423, 'best_fitness': 0.036424068113385305, 'worst_fitness': 0.0009862416758018224, 'fitness_std': 0.010498982964036738, 'avg_assembly_index': 19.0, 'total_q_experiences': 0, 'lineage_size': 20}, {'generation': 1, 'population_size': 15, 'avg_fitness': 0.030356414995904215, 'best_fitness': 0.0588049501823298, 'worst_fitness': 0.010832175574597775, 'fitness_std': 0.014683571704495628, 'avg_assembly_index': 19.0, 'total_q_experiences': 650, 'lineage_size': 25}, {'generation': 2, 'population_size': 15, 'avg_fitness': 0.032258377639839436, 'best_fitness': 0.059580768165163535, 'worst_fitness': 0.011246740558635365, 'fitness_std': 0.015747729217365974, 'avg_assembly_index': 19.333333333333332, 'total_q_experiences': 1341, 'lineage_size': 30}, {'generation': 3, 'population_size': 15, 'avg_fitness': 0.032564257709067054, 'best_fitness': 0.05422097679003643, 'worst_fitness': 0.0116109461372645, 'fitness_std': 0.01285983471648461, 'avg_assembly_index': 19.666666666666668, 'total_q_experiences': 1481, 'lineage_size': 35}, {'generation': 4, 'population_size': 15, 'avg_fitness': 0.0504101090728382, 'best_fitness': 0.07759209480807763, 'worst_fitness': 0.026826206513611374, 'fitness_std': 0.016756721518377867, 'avg_assembly_index': 19.733333333333334, 'total_q_experiences': 1408, 'lineage_size': 40}, {'generation': 5, 'population_size': 15, 'avg_fitness': 0.06350694941063047, 'best_fitness': 0.10088515617881846, 'worst_fitness': 0.026839579697817195, 'fitness_std': 0.02141905556095024, 'avg_assembly_index': 19.733333333333334, 'total_q_experiences': 1408, 'lineage_size': 45}, {'generation': 6, 'population_size': 15, 'avg_fitness': 0.08223324951193153, 'best_fitness': 0.12719194608859438, 'worst_fitness': 0.037754993361579774, 'fitness_std': 0.02597148163285862, 'avg_assembly_index': 19.8, 'total_q_experiences': 1408, 'lineage_size': 50}, {'generation': 7, 'population_size': 15, 'avg_fitness': 0.10084985444079671, 'best_fitness': 0.18114419553102928, 'worst_fitness': 0.05414412374100155, 'fitness_std': 0.038860139285659366, 'avg_assembly_index': 19.8, 'total_q_experiences': 1435, 'lineage_size': 55}, {'generation': 8, 'population_size': 15, 'avg_fitness': 0.12343500700868218, 'best_fitness': 0.2581213402382249, 'worst_fitness': 0.06620503916105701, 'fitness_std': 0.04785252932089722, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1394, 'lineage_size': 60}, {'generation': 9, 'population_size': 15, 'avg_fitness': 0.13173019771753253, 'best_fitness': 0.1876816552017924, 'worst_fitness': 0.06704750212605423, 'fitness_std': 0.038738057820453385, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1367, 'lineage_size': 65}, {'generation': 10, 'population_size': 15, 'avg_fitness': 0.13730019908198493, 'best_fitness': 0.18086867247014374, 'worst_fitness': 0.0711895975265156, 'fitness_std': 0.03144686233394349, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1358, 'lineage_size': 70}, {'generation': 11, 'population_size': 15, 'avg_fitness': 0.15430335372509202, 'best_fitness': 0.19312191408346074, 'worst_fitness': 0.0912890525153034, 'fitness_std': 0.03103023038690486, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1358, 'lineage_size': 75}, {'generation': 12, 'population_size': 15, 'avg_fitness': 0.16492113231424804, 'best_fitness': 0.24901264499527095, 'worst_fitness': 0.08517575679693484, 'fitness_std': 0.04638488872843577, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1322, 'lineage_size': 80}, {'generation': 13, 'population_size': 15, 'avg_fitness': 0.18545241421115566, 'best_fitness': 0.30152195728058406, 'worst_fitness': 0.11674600310309205, 'fitness_std': 0.05765333339525858, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1358, 'lineage_size': 85}, {'generation': 14, 'population_size': 15, 'avg_fitness': 0.2002983969525942, 'best_fitness': 0.3909323503504738, 'worst_fitness': 0.08298215209791136, 'fitness_std': 0.08247150380854375, 'avg_assembly_index': 19.866666666666667, 'total_q_experiences': 1358, 'lineage_size': 90}, {'generation': 15, 'population_size': 15, 'avg_fitness': 0.2404299889660946, 'best_fitness': 0.3618029038228685, 'worst_fitness': 0.14016283910164873, 'fitness_std': 0.07190553949003657, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1408, 'lineage_size': 95}, {'generation': 16, 'population_size': 15, 'avg_fitness': 0.271666010235776, 'best_fitness': 0.48592318046456984, 'worst_fitness': 0.10103238265074534, 'fitness_std': 0.10098019162206906, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1500, 'lineage_size': 100}, {'generation': 17, 'population_size': 15, 'avg_fitness': 0.35650684678126054, 'best_fitness': 0.5235739106326359, 'worst_fitness': 0.19931638579381097, 'fitness_std': 0.0998522067534603, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1354, 'lineage_size': 105}, {'generation': 18, 'population_size': 15, 'avg_fitness': 0.38121976555382503, 'best_fitness': 0.5458404593655038, 'worst_fitness': 0.2237141104621703, 'fitness_std': 0.08597596621883162, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1358, 'lineage_size': 110}, {'generation': 19, 'population_size': 15, 'avg_fitness': 0.42611585452247963, 'best_fitness': 0.5264494533917177, 'worst_fitness': 0.2604515370774078, 'fitness_std': 0.06993791295166658, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1322, 'lineage_size': 115}, {'generation': 20, 'population_size': 15, 'avg_fitness': 0.43981074853343033, 'best_fitness': 0.560341679445668, 'worst_fitness': 0.2806485066653873, 'fitness_std': 0.07701573285732195, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1331, 'lineage_size': 120}, {'generation': 21, 'population_size': 15, 'avg_fitness': 0.4607820198105635, 'best_fitness': 0.5730796230204593, 'worst_fitness': 0.2812376833326919, 'fitness_std': 0.08295063712557951, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1340, 'lineage_size': 125}, {'generation': 22, 'population_size': 15, 'avg_fitness': 0.4939886726729507, 'best_fitness': 0.6095684777984517, 'worst_fitness': 0.4150280932577913, 'fitness_std': 0.05658498807349211, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1331, 'lineage_size': 130}, {'generation': 23, 'population_size': 15, 'avg_fitness': 0.5033224933019389, 'best_fitness': 0.6128074412282056, 'worst_fitness': 0.36680751526603184, 'fitness_std': 0.06997917303629278, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1286, 'lineage_size': 135}, {'generation': 24, 'population_size': 15, 'avg_fitness': 0.5361774904971005, 'best_fitness': 0.6035941831351761, 'worst_fitness': 0.46310827137105226, 'fitness_std': 0.04116375706382094, 'avg_assembly_index': 19.933333333333334, 'total_q_experiences': 1430, 'lineage_size': 140}]",True,
