dataset,parameter_type,parameter_value,train_accuracy,test_accuracy,final_population_size,best_model_fitness,best_model_id,train_precision,train_recall,train_f1,test_precision,test_recall,test_f1,lineage_file,generation_stats,parameter_config,training_time,convergence_generation
breast_cancer,enable_irxn,True,0.791208803653717,0.7894737124443054,7,0.09908276888911273,766884,0.8124847392838199,0.7912087912087912,0.7735396813270122,0.8009455311330689,0.7894736842105263,0.7760730941277244,arcnet_breast_cancer_enable_irxn_True_phase_20250722_174500,"[{'generation': 0, 'population_size': 10, 'avg_fitness': 0.013680224916568095, 'best_fitness': 0.06602836110846814, 'worst_fitness': 0.000662709126108159, 'fitness_std': 0.02014547413461418, 'avg_assembly_index': 19.0, 'total_q_experiences': 0, 'lineage_size': 10}, {'generation': 1, 'population_size': 7, 'avg_fitness': 0.03054023668599956, 'best_fitness': 0.05700399787330971, 'worst_fitness': 0.006997559460196202, 'fitness_std': 0.017065036605109413, 'avg_assembly_index': 19.0, 'total_q_experiences': 186, 'lineage_size': 12}, {'generation': 2, 'population_size': 7, 'avg_fitness': 0.04432524633015826, 'best_fitness': 0.0902179744026665, 'worst_fitness': 0.010653924960837852, 'fitness_std': 0.025225616127193082, 'avg_assembly_index': 19.285714285714285, 'total_q_experiences': 464, 'lineage_size': 14}, {'generation': 3, 'population_size': 7, 'avg_fitness': 0.044346420447154755, 'best_fitness': 0.07338385779917991, 'worst_fitness': 0.012189303967605794, 'fitness_std': 0.01813200074235383, 'avg_assembly_index': 19.571428571428573, 'total_q_experiences': 672, 'lineage_size': 16}, {'generation': 4, 'population_size': 7, 'avg_fitness': 0.06955608366332457, 'best_fitness': 0.09908276888911273, 'worst_fitness': 0.017825080921871864, 'fitness_std': 0.025056870956553175, 'avg_assembly_index': 19.571428571428573, 'total_q_experiences': 672, 'lineage_size': 18}]","{'hidden_dim': 16, 'initial_population': 10, 'steps': 5, 'epochs': 2, 'lineage_prune_rate': 800, 'lineage_kept': 500, 'num_survivors': 5, 'q_learning_method': 'neural', 'training_method': 'loss', 'enable_irxn': True}",0,0
breast_cancer,enable_irxn,False,0.37142857909202576,0.37719297409057617,7,0.053813723070069784,315304,0.13795918367346938,0.37142857142857144,0.20119047619047617,0.1422745460141582,0.37719298245614036,0.20661526427533802,arcnet_breast_cancer_enable_irxn_False_phase_20250722_174502,"[{'generation': 0, 'population_size': 10, 'avg_fitness': 0.0042320663729264445, 'best_fitness': 0.009190627764219505, 'worst_fitness': 0.00018417830978449969, 'fitness_std': 0.0035914523846084113, 'avg_assembly_index': 19.0, 'total_q_experiences': 0, 'lineage_size': 10}, {'generation': 1, 'population_size': 7, 'avg_fitness': 0.011276552391631655, 'best_fitness': 0.016277274994509438, 'worst_fitness': 0.0032314915797100434, 'fitness_std': 0.004186460326477754, 'avg_assembly_index': 19.0, 'total_q_experiences': 186, 'lineage_size': 12}, {'generation': 2, 'population_size': 7, 'avg_fitness': 0.013097651141215626, 'best_fitness': 0.0232732024890423, 'worst_fitness': 0.005044282948436339, 'fitness_std': 0.005278554096516171, 'avg_assembly_index': 19.285714285714285, 'total_q_experiences': 466, 'lineage_size': 14}, {'generation': 3, 'population_size': 7, 'avg_fitness': 0.01891148763062268, 'best_fitness': 0.03482808099059361, 'worst_fitness': 0.00838901067251228, 'fitness_std': 0.007930048481661926, 'avg_assembly_index': 19.571428571428573, 'total_q_experiences': 672, 'lineage_size': 16}, {'generation': 4, 'population_size': 7, 'avg_fitness': 0.0341074000121986, 'best_fitness': 0.07017589885230399, 'worst_fitness': 0.017092190336572263, 'fitness_std': 0.01857040151227647, 'avg_assembly_index': 19.571428571428573, 'total_q_experiences': 672, 'lineage_size': 18}]","{'hidden_dim': 16, 'initial_population': 10, 'steps': 5, 'epochs': 2, 'lineage_prune_rate': 800, 'lineage_kept': 500, 'num_survivors': 5, 'q_learning_method': 'neural', 'training_method': 'loss', 'enable_irxn': False}",0,0
